question,experiment,accuracy,keyStrokeDelay,device,answer,totalAnswers
suggestion_distraction,devices,0.1,0,phone,Somewhat disagree,1
suggestion_distraction,devices,0.1,0,tablet,Agree,3
suggestion_distraction,devices,0.1,0,tablet,Disagree,1
suggestion_distraction,devices,0.1,0,tablet,Neither agree nor disagree,3
suggestion_distraction,devices,0.1,0,tablet,Somewhat agree,3
suggestion_distraction,devices,0.1,0,tablet,Somewhat disagree,1
suggestion_distraction,devices,0.1,0,tablet,Strongly disagree,1
suggestion_distraction,devices,0.5,0,desktop,Agree,2
suggestion_distraction,devices,0.5,0,desktop,Disagree,2
suggestion_distraction,devices,0.5,0,desktop,Neither agree nor disagree,3
suggestion_distraction,devices,0.5,0,desktop,Somewhat agree,3
suggestion_distraction,devices,0.5,0,desktop,Strongly agree,1
suggestion_distraction,devices,0.5,0,desktop,Strongly disagree,1
suggestion_distraction,devices,0.5,0,phone,Agree,2
suggestion_distraction,devices,0.5,0,phone,Disagree,3
suggestion_distraction,devices,0.5,0,phone,Neither agree nor disagree,2
suggestion_distraction,devices,0.5,0,phone,Somewhat agree,2
suggestion_distraction,devices,0.5,0,phone,Somewhat disagree,2
suggestion_distraction,devices,0.5,0,phone,Strongly agree,1
suggestion_distraction,devices,0.5,0,tablet,Agree,2
suggestion_distraction,devices,0.5,0,tablet,Disagree,2
suggestion_distraction,devices,0.5,0,tablet,Neither agree nor disagree,2
suggestion_distraction,devices,0.5,0,tablet,Somewhat agree,5
suggestion_distraction,devices,0.5,0,tablet,Strongly disagree,1
suggestion_distraction,devices,0.9,0,desktop,Agree,1
suggestion_distraction,devices,0.9,0,desktop,Disagree,4
suggestion_distraction,devices,0.9,0,desktop,Neither agree nor disagree,3
suggestion_distraction,devices,0.9,0,desktop,Somewhat agree,3
suggestion_distraction,devices,0.9,0,desktop,Somewhat disagree,1
suggestion_distraction,devices,0.9,0,phone,Disagree,9
suggestion_distraction,devices,0.9,0,phone,Somewhat disagree,1
suggestion_distraction,devices,0.9,0,phone,Strongly disagree,2
suggestion_distraction,devices,0.9,0,tablet,Disagree,5
suggestion_distraction,devices,0.9,0,tablet,Neither agree nor disagree,1
suggestion_distraction,devices,0.9,0,tablet,Somewhat agree,3
suggestion_distraction,devices,0.9,0,tablet,Somewhat disagree,2
suggestion_distraction,devices,0.9,0,tablet,Strongly disagree,1
suggestions_accuracy,amt_bar,0.1,0,desktop,Agree,3
suggestions_accuracy,amt_bar,0.1,0,desktop,Disagree,5
suggestions_accuracy,amt_bar,0.1,0,desktop,Neither agree nor disagree,5
suggestions_accuracy,amt_bar,0.1,0,desktop,Somewhat agree,3
suggestions_accuracy,amt_bar,0.1,0,desktop,Somewhat disagree,9
suggestions_accuracy,amt_bar,0.1,0,desktop,Strongly agree,2
suggestions_accuracy,amt_bar,0.1,0,desktop,Strongly disagree,1
suggestions_accuracy,amt_bar,0.1,100,desktop,Agree,1
suggestions_accuracy,amt_bar,0.1,100,desktop,Disagree,13
suggestions_accuracy,amt_bar,0.1,100,desktop,Neither agree nor disagree,3
suggestions_accuracy,amt_bar,0.1,100,desktop,Somewhat agree,1
suggestions_accuracy,amt_bar,0.1,100,desktop,Somewhat disagree,5
suggestions_accuracy,amt_bar,0.1,100,desktop,Strongly disagree,6
suggestions_accuracy,amt_bar,0.1,200,desktop,Agree,3
suggestions_accuracy,amt_bar,0.1,200,desktop,Disagree,11
suggestions_accuracy,amt_bar,0.1,200,desktop,Neither agree nor disagree,3
suggestions_accuracy,amt_bar,0.1,200,desktop,Somewhat disagree,5
suggestions_accuracy,amt_bar,0.1,200,desktop,Strongly agree,1
suggestions_accuracy,amt_bar,0.1,200,desktop,Strongly disagree,7
suggestions_accuracy,amt_bar,0.1,50,desktop,Agree,3
suggestions_accuracy,amt_bar,0.1,50,desktop,Disagree,6
suggestions_accuracy,amt_bar,0.1,50,desktop,Neither agree nor disagree,2
suggestions_accuracy,amt_bar,0.1,50,desktop,Somewhat agree,3
suggestions_accuracy,amt_bar,0.1,50,desktop,Somewhat disagree,8
suggestions_accuracy,amt_bar,0.1,50,desktop,Strongly agree,1
suggestions_accuracy,amt_bar,0.1,50,desktop,Strongly disagree,7
suggestions_accuracy,amt_bar,0.3,0,desktop,Agree,2
suggestions_accuracy,amt_bar,0.3,0,desktop,Disagree,6
suggestions_accuracy,amt_bar,0.3,0,desktop,Neither agree nor disagree,8
suggestions_accuracy,amt_bar,0.3,0,desktop,Somewhat agree,6
suggestions_accuracy,amt_bar,0.3,0,desktop,Somewhat disagree,6
suggestions_accuracy,amt_bar,0.3,0,desktop,Strongly agree,1
suggestions_accuracy,amt_bar,0.3,100,desktop,Agree,5
suggestions_accuracy,amt_bar,0.3,100,desktop,Disagree,4
suggestions_accuracy,amt_bar,0.3,100,desktop,Neither agree nor disagree,1
suggestions_accuracy,amt_bar,0.3,100,desktop,Somewhat agree,9
suggestions_accuracy,amt_bar,0.3,100,desktop,Somewhat disagree,5
suggestions_accuracy,amt_bar,0.3,100,desktop,Strongly agree,4
suggestions_accuracy,amt_bar,0.3,200,desktop,Agree,6
suggestions_accuracy,amt_bar,0.3,200,desktop,Disagree,4
suggestions_accuracy,amt_bar,0.3,200,desktop,Neither agree nor disagree,2
suggestions_accuracy,amt_bar,0.3,200,desktop,Somewhat agree,11
suggestions_accuracy,amt_bar,0.3,200,desktop,Somewhat disagree,2
suggestions_accuracy,amt_bar,0.3,200,desktop,Strongly agree,1
suggestions_accuracy,amt_bar,0.3,200,desktop,Strongly disagree,3
suggestions_accuracy,amt_bar,0.3,50,desktop,Agree,6
suggestions_accuracy,amt_bar,0.3,50,desktop,Disagree,3
suggestions_accuracy,amt_bar,0.3,50,desktop,Neither agree nor disagree,2
suggestions_accuracy,amt_bar,0.3,50,desktop,Somewhat agree,6
suggestions_accuracy,amt_bar,0.3,50,desktop,Somewhat disagree,10
suggestions_accuracy,amt_bar,0.3,50,desktop,Strongly agree,2
suggestions_accuracy,amt_bar,0.3,50,desktop,Strongly disagree,1
suggestions_accuracy,amt_bar,0.5,0,desktop,Agree,4
suggestions_accuracy,amt_bar,0.5,0,desktop,Disagree,1
suggestions_accuracy,amt_bar,0.5,0,desktop,Neither agree nor disagree,4
suggestions_accuracy,amt_bar,0.5,0,desktop,Somewhat agree,13
suggestions_accuracy,amt_bar,0.5,0,desktop,Somewhat disagree,5
suggestions_accuracy,amt_bar,0.5,0,desktop,Strongly agree,2
suggestions_accuracy,amt_bar,0.5,100,desktop,Agree,6
suggestions_accuracy,amt_bar,0.5,100,desktop,Disagree,4
suggestions_accuracy,amt_bar,0.5,100,desktop,Neither agree nor disagree,3
suggestions_accuracy,amt_bar,0.5,100,desktop,Somewhat agree,11
suggestions_accuracy,amt_bar,0.5,100,desktop,Somewhat disagree,4
suggestions_accuracy,amt_bar,0.5,100,desktop,Strongly agree,1
suggestions_accuracy,amt_bar,0.5,200,desktop,Agree,8
suggestions_accuracy,amt_bar,0.5,200,desktop,Disagree,1
suggestions_accuracy,amt_bar,0.5,200,desktop,Neither agree nor disagree,3
suggestions_accuracy,amt_bar,0.5,200,desktop,Somewhat agree,12
suggestions_accuracy,amt_bar,0.5,200,desktop,Somewhat disagree,5
suggestions_accuracy,amt_bar,0.5,200,desktop,Strongly agree,1
suggestions_accuracy,amt_bar,0.5,50,desktop,Agree,4
suggestions_accuracy,amt_bar,0.5,50,desktop,Neither agree nor disagree,6
suggestions_accuracy,amt_bar,0.5,50,desktop,Somewhat agree,10
suggestions_accuracy,amt_bar,0.5,50,desktop,Somewhat disagree,6
suggestions_accuracy,amt_bar,0.5,50,desktop,Strongly agree,4
suggestions_accuracy,amt_bar,0.7,0,desktop,Agree,9
suggestions_accuracy,amt_bar,0.7,0,desktop,Disagree,1
suggestions_accuracy,amt_bar,0.7,0,desktop,Somewhat agree,16
suggestions_accuracy,amt_bar,0.7,0,desktop,Somewhat disagree,1
suggestions_accuracy,amt_bar,0.7,0,desktop,Strongly agree,1
suggestions_accuracy,amt_bar,0.7,100,desktop,Agree,9
suggestions_accuracy,amt_bar,0.7,100,desktop,Somewhat agree,15
suggestions_accuracy,amt_bar,0.7,100,desktop,Somewhat disagree,2
suggestions_accuracy,amt_bar,0.7,100,desktop,Strongly agree,4
suggestions_accuracy,amt_bar,0.7,200,desktop,Agree,10
suggestions_accuracy,amt_bar,0.7,200,desktop,Neither agree nor disagree,1
suggestions_accuracy,amt_bar,0.7,200,desktop,Somewhat agree,15
suggestions_accuracy,amt_bar,0.7,200,desktop,Somewhat disagree,1
suggestions_accuracy,amt_bar,0.7,200,desktop,Strongly agree,2
suggestions_accuracy,amt_bar,0.7,50,desktop,Agree,10
suggestions_accuracy,amt_bar,0.7,50,desktop,Neither agree nor disagree,8
suggestions_accuracy,amt_bar,0.7,50,desktop,Somewhat agree,6
suggestions_accuracy,amt_bar,0.7,50,desktop,Somewhat disagree,1
suggestions_accuracy,amt_bar,0.7,50,desktop,Strongly agree,1
suggestions_accuracy,amt_bar,0.9,0,desktop,Agree,11
suggestions_accuracy,amt_bar,0.9,0,desktop,Neither agree nor disagree,4
suggestions_accuracy,amt_bar,0.9,0,desktop,Somewhat agree,12
suggestions_accuracy,amt_bar,0.9,0,desktop,Strongly agree,2
suggestions_accuracy,amt_bar,0.9,100,desktop,Agree,9
suggestions_accuracy,amt_bar,0.9,100,desktop,Somewhat agree,12
suggestions_accuracy,amt_bar,0.9,100,desktop,Somewhat disagree,2
suggestions_accuracy,amt_bar,0.9,100,desktop,Strongly agree,7
suggestions_accuracy,amt_bar,0.9,200,desktop,Agree,9
suggestions_accuracy,amt_bar,0.9,200,desktop,Disagree,1
suggestions_accuracy,amt_bar,0.9,200,desktop,Somewhat agree,16
suggestions_accuracy,amt_bar,0.9,200,desktop,Strongly agree,4
suggestions_accuracy,amt_bar,0.9,50,desktop,Agree,12
suggestions_accuracy,amt_bar,0.9,50,desktop,Neither agree nor disagree,1
suggestions_accuracy,amt_bar,0.9,50,desktop,Somewhat agree,10
suggestions_accuracy,amt_bar,0.9,50,desktop,Somewhat disagree,1
suggestions_accuracy,amt_bar,0.9,50,desktop,Strongly agree,4
suggestions_accuracy,amt_inline,0.1,0,desktop,Disagree,6
suggestions_accuracy,amt_inline,0.1,0,desktop,Neither agree nor disagree,6
suggestions_accuracy,amt_inline,0.1,0,desktop,Somewhat agree,6
suggestions_accuracy,amt_inline,0.1,0,desktop,Somewhat disagree,3
suggestions_accuracy,amt_inline,0.1,0,desktop,Strongly agree,3
suggestions_accuracy,amt_inline,0.1,0,desktop,Strongly disagree,6
suggestions_accuracy,amt_inline,0.1,100,desktop,Disagree,7
suggestions_accuracy,amt_inline,0.1,100,desktop,Neither agree nor disagree,2
suggestions_accuracy,amt_inline,0.1,100,desktop,Somewhat agree,3
suggestions_accuracy,amt_inline,0.1,100,desktop,Somewhat disagree,7
suggestions_accuracy,amt_inline,0.1,100,desktop,Strongly disagree,11
suggestions_accuracy,amt_inline,0.1,200,desktop,Agree,2
suggestions_accuracy,amt_inline,0.1,200,desktop,Disagree,10
suggestions_accuracy,amt_inline,0.1,200,desktop,Somewhat agree,3
suggestions_accuracy,amt_inline,0.1,200,desktop,Somewhat disagree,6
suggestions_accuracy,amt_inline,0.1,200,desktop,Strongly disagree,9
suggestions_accuracy,amt_inline,0.1,50,desktop,Agree,1
suggestions_accuracy,amt_inline,0.1,50,desktop,Disagree,8
suggestions_accuracy,amt_inline,0.1,50,desktop,Neither agree nor disagree,3
suggestions_accuracy,amt_inline,0.1,50,desktop,Somewhat agree,4
suggestions_accuracy,amt_inline,0.1,50,desktop,Somewhat disagree,9
suggestions_accuracy,amt_inline,0.1,50,desktop,Strongly agree,3
suggestions_accuracy,amt_inline,0.1,50,desktop,Strongly disagree,3
suggestions_accuracy,amt_inline,0.3,0,desktop,Agree,2
suggestions_accuracy,amt_inline,0.3,0,desktop,Disagree,4
suggestions_accuracy,amt_inline,0.3,0,desktop,Neither agree nor disagree,1
suggestions_accuracy,amt_inline,0.3,0,desktop,Somewhat agree,5
suggestions_accuracy,amt_inline,0.3,0,desktop,Somewhat disagree,16
suggestions_accuracy,amt_inline,0.3,100,desktop,Agree,3
suggestions_accuracy,amt_inline,0.3,100,desktop,Disagree,2
suggestions_accuracy,amt_inline,0.3,100,desktop,Neither agree nor disagree,2
suggestions_accuracy,amt_inline,0.3,100,desktop,Somewhat agree,11
suggestions_accuracy,amt_inline,0.3,100,desktop,Somewhat disagree,7
suggestions_accuracy,amt_inline,0.3,100,desktop,Strongly agree,2
suggestions_accuracy,amt_inline,0.3,100,desktop,Strongly disagree,3
suggestions_accuracy,amt_inline,0.3,200,desktop,Agree,3
suggestions_accuracy,amt_inline,0.3,200,desktop,Disagree,2
suggestions_accuracy,amt_inline,0.3,200,desktop,Neither agree nor disagree,3
suggestions_accuracy,amt_inline,0.3,200,desktop,Somewhat agree,10
suggestions_accuracy,amt_inline,0.3,200,desktop,Somewhat disagree,10
suggestions_accuracy,amt_inline,0.3,200,desktop,Strongly agree,1
suggestions_accuracy,amt_inline,0.3,200,desktop,Strongly disagree,1
suggestions_accuracy,amt_inline,0.3,50,desktop,Agree,6
suggestions_accuracy,amt_inline,0.3,50,desktop,Disagree,2
suggestions_accuracy,amt_inline,0.3,50,desktop,Neither agree nor disagree,3
suggestions_accuracy,amt_inline,0.3,50,desktop,Somewhat agree,6
suggestions_accuracy,amt_inline,0.3,50,desktop,Somewhat disagree,10
suggestions_accuracy,amt_inline,0.3,50,desktop,Strongly agree,1
suggestions_accuracy,amt_inline,0.3,50,desktop,Strongly disagree,2
suggestions_accuracy,amt_inline,0.5,0,desktop,Agree,4
suggestions_accuracy,amt_inline,0.5,0,desktop,Disagree,3
suggestions_accuracy,amt_inline,0.5,0,desktop,Neither agree nor disagree,3
suggestions_accuracy,amt_inline,0.5,0,desktop,Somewhat agree,9
suggestions_accuracy,amt_inline,0.5,0,desktop,Somewhat disagree,9
suggestions_accuracy,amt_inline,0.5,0,desktop,Strongly agree,2
suggestions_accuracy,amt_inline,0.5,100,desktop,Agree,2
suggestions_accuracy,amt_inline,0.5,100,desktop,Disagree,3
suggestions_accuracy,amt_inline,0.5,100,desktop,Neither agree nor disagree,4
suggestions_accuracy,amt_inline,0.5,100,desktop,Somewhat agree,13
suggestions_accuracy,amt_inline,0.5,100,desktop,Somewhat disagree,7
suggestions_accuracy,amt_inline,0.5,100,desktop,Strongly agree,1
suggestions_accuracy,amt_inline,0.5,200,desktop,Agree,9
suggestions_accuracy,amt_inline,0.5,200,desktop,Disagree,3
suggestions_accuracy,amt_inline,0.5,200,desktop,Neither agree nor disagree,6
suggestions_accuracy,amt_inline,0.5,200,desktop,Somewhat agree,6
suggestions_accuracy,amt_inline,0.5,200,desktop,Somewhat disagree,2
suggestions_accuracy,amt_inline,0.5,200,desktop,Strongly agree,4
suggestions_accuracy,amt_inline,0.5,50,desktop,Agree,1
suggestions_accuracy,amt_inline,0.5,50,desktop,Disagree,2
suggestions_accuracy,amt_inline,0.5,50,desktop,Neither agree nor disagree,5
suggestions_accuracy,amt_inline,0.5,50,desktop,Somewhat agree,11
suggestions_accuracy,amt_inline,0.5,50,desktop,Somewhat disagree,9
suggestions_accuracy,amt_inline,0.5,50,desktop,Strongly agree,1
suggestions_accuracy,amt_inline,0.7,0,desktop,Agree,10
suggestions_accuracy,amt_inline,0.7,0,desktop,Neither agree nor disagree,3
suggestions_accuracy,amt_inline,0.7,0,desktop,Somewhat agree,12
suggestions_accuracy,amt_inline,0.7,0,desktop,Somewhat disagree,2
suggestions_accuracy,amt_inline,0.7,0,desktop,Strongly agree,3
suggestions_accuracy,amt_inline,0.7,100,desktop,Agree,11
suggestions_accuracy,amt_inline,0.7,100,desktop,Disagree,1
suggestions_accuracy,amt_inline,0.7,100,desktop,Neither agree nor disagree,2
suggestions_accuracy,amt_inline,0.7,100,desktop,Somewhat agree,15
suggestions_accuracy,amt_inline,0.7,100,desktop,Somewhat disagree,1
suggestions_accuracy,amt_inline,0.7,200,desktop,Agree,10
suggestions_accuracy,amt_inline,0.7,200,desktop,Disagree,1
suggestions_accuracy,amt_inline,0.7,200,desktop,Somewhat agree,19
suggestions_accuracy,amt_inline,0.7,200,desktop,Somewhat disagree,1
suggestions_accuracy,amt_inline,0.7,200,desktop,Strongly agree,2
suggestions_accuracy,amt_inline,0.7,200,desktop,Strongly disagree,1
suggestions_accuracy,amt_inline,0.7,50,desktop,Agree,11
suggestions_accuracy,amt_inline,0.7,50,desktop,Neither agree nor disagree,1
suggestions_accuracy,amt_inline,0.7,50,desktop,Somewhat agree,9
suggestions_accuracy,amt_inline,0.7,50,desktop,Somewhat disagree,5
suggestions_accuracy,amt_inline,0.7,50,desktop,Strongly agree,3
suggestions_accuracy,amt_inline,0.7,50,desktop,Strongly disagree,1
suggestions_accuracy,amt_inline,0.9,0,desktop,Agree,6
suggestions_accuracy,amt_inline,0.9,0,desktop,Neither agree nor disagree,3
suggestions_accuracy,amt_inline,0.9,0,desktop,Somewhat agree,14
suggestions_accuracy,amt_inline,0.9,0,desktop,Somewhat disagree,2
suggestions_accuracy,amt_inline,0.9,0,desktop,Strongly agree,5
suggestions_accuracy,amt_inline,0.9,100,desktop,Agree,14
suggestions_accuracy,amt_inline,0.9,100,desktop,Somewhat agree,13
suggestions_accuracy,amt_inline,0.9,100,desktop,Strongly agree,2
suggestions_accuracy,amt_inline,0.9,100,desktop,Strongly disagree,1
suggestions_accuracy,amt_inline,0.9,200,desktop,Agree,9
suggestions_accuracy,amt_inline,0.9,200,desktop,Disagree,1
suggestions_accuracy,amt_inline,0.9,200,desktop,Somewhat agree,15
suggestions_accuracy,amt_inline,0.9,200,desktop,Strongly agree,5
suggestions_accuracy,amt_inline,0.9,50,desktop,Agree,13
suggestions_accuracy,amt_inline,0.9,50,desktop,Somewhat agree,11
suggestions_accuracy,amt_inline,0.9,50,desktop,Strongly agree,4
suggestions_accuracy,devices,0.1,0,desktop,Disagree,4
suggestions_accuracy,devices,0.1,0,desktop,Neither agree nor disagree,4
suggestions_accuracy,devices,0.1,0,desktop,Somewhat disagree,3
suggestions_accuracy,devices,0.1,0,desktop,Strongly disagree,1
suggestions_accuracy,devices,0.1,0,phone,Disagree,3
suggestions_accuracy,devices,0.1,0,phone,Neither agree nor disagree,1
suggestions_accuracy,devices,0.1,0,phone,Somewhat agree,1
suggestions_accuracy,devices,0.1,0,phone,Somewhat disagree,2
suggestions_accuracy,devices,0.1,0,phone,Strongly disagree,5
suggestions_accuracy,devices,0.1,0,tablet,Disagree,5
suggestions_accuracy,devices,0.1,0,tablet,Somewhat disagree,3
suggestions_accuracy,devices,0.1,0,tablet,Strongly disagree,4
suggestions_accuracy,devices,0.5,0,desktop,Agree,1
suggestions_accuracy,devices,0.5,0,desktop,Disagree,1
suggestions_accuracy,devices,0.5,0,desktop,Neither agree nor disagree,7
suggestions_accuracy,devices,0.5,0,desktop,Somewhat disagree,3
suggestions_accuracy,devices,0.5,0,phone,Agree,1
suggestions_accuracy,devices,0.5,0,phone,Disagree,1
suggestions_accuracy,devices,0.5,0,phone,Neither agree nor disagree,4
suggestions_accuracy,devices,0.5,0,phone,Somewhat agree,3
suggestions_accuracy,devices,0.5,0,phone,Somewhat disagree,3
suggestions_accuracy,devices,0.5,0,tablet,Agree,2
suggestions_accuracy,devices,0.5,0,tablet,Disagree,3
suggestions_accuracy,devices,0.5,0,tablet,Neither agree nor disagree,1
suggestions_accuracy,devices,0.5,0,tablet,Somewhat agree,4
suggestions_accuracy,devices,0.5,0,tablet,Somewhat disagree,2
suggestions_accuracy,devices,0.9,0,desktop,Agree,2
suggestions_accuracy,devices,0.9,0,desktop,Neither agree nor disagree,5
suggestions_accuracy,devices,0.9,0,desktop,Somewhat agree,3
suggestions_accuracy,devices,0.9,0,desktop,Strongly agree,2
suggestions_accuracy,devices,0.9,0,phone,Agree,6
suggestions_accuracy,devices,0.9,0,phone,Neither agree nor disagree,1
suggestions_accuracy,devices,0.9,0,phone,Somewhat agree,2
suggestions_accuracy,devices,0.9,0,phone,Strongly agree,3
suggestions_accuracy,devices,0.9,0,tablet,Agree,4
suggestions_accuracy,devices,0.9,0,tablet,Neither agree nor disagree,1
suggestions_accuracy,devices,0.9,0,tablet,Somewhat agree,4
suggestions_accuracy,devices,0.9,0,tablet,Somewhat disagree,1
suggestions_accuracy,devices,0.9,0,tablet,Strongly agree,2
